Character,BASHIR,DAMAR,DAX,DUKAT,EZRI,GARAK,JAKE,KEIKO,KIRA,MARTOK,NOG,ODO,O'BRIEN,QUARK,ROM,SISKO,WEYOUN,WINN,WORF,ZEK,lines,ep,season,title
O'BRIEN,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,14,28,2,Sanctuary
QUARK,0,0,0,0,0,0,0,0,18,0,8,13,0,2,0,0,0,0,0,0,23,28,2,Sanctuary
SISKO,1,0,4,0,0,0,1,0,21,0,0,9,13,0,0,2,0,0,0,0,44,28,2,Sanctuary
BASHIR,2,0,13,0,0,0,0,0,0,0,0,0,38,31,0,0,0,0,0,0,48,29,2,Rivals
DAX,13,0,2,0,0,0,0,0,16,0,0,0,2,0,0,12,0,0,0,0,28,29,2,Rivals
KEIKO,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,10,29,2,Rivals
KIRA,0,0,16,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,15,29,2,Rivals
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,13,29,2,Rivals
O'BRIEN,38,0,2,0,0,0,0,12,0,0,0,0,2,28,0,2,0,0,0,0,45,29,2,Rivals
QUARK,31,0,0,0,0,0,0,0,0,0,0,5,28,12,6,6,0,0,0,0,75,29,2,Rivals
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,17,29,2,Rivals
SISKO,0,0,12,0,0,0,0,0,9,0,0,1,2,6,0,0,0,0,0,0,23,29,2,Rivals
BASHIR,4,0,12,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,17,30,2,The Alternate
DAX,12,0,2,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,30,30,2,The Alternate
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,11,30,2,The Alternate
KIRA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,11,30,2,The Alternate
ODO,8,0,5,0,0,0,0,0,0,0,0,0,10,0,0,15,0,0,0,0,71,30,2,The Alternate
O'BRIEN,0,0,0,0,0,0,0,0,3,0,0,10,2,0,0,25,0,0,0,0,33,30,2,The Alternate
SISKO,5,0,8,0,0,0,21,0,12,0,0,15,25,0,0,4,0,0,0,0,58,30,2,The Alternate
BASHIR,10,0,3,0,0,0,0,1,0,0,0,0,133,0,0,2,0,0,0,0,93,31,2,Armageddon Game
DAX,3,0,0,0,0,0,0,0,12,0,0,0,0,3,0,28,0,0,0,0,24,31,2,Armageddon Game
KEIKO,1,0,0,0,0,0,0,6,7,0,0,0,8,0,0,18,0,0,0,0,22,31,2,Armageddon Game
KIRA,0,0,12,0,0,0,0,7,0,0,0,2,0,4,0,13,0,0,0,0,20,31,2,Armageddon Game
ODO,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,31,2,Armageddon Game
O'BRIEN,133,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,76,31,2,Armageddon Game
QUARK,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,31,2,Armageddon Game
SISKO,2,0,28,0,0,0,0,18,13,0,0,1,0,0,0,2,0,0,0,0,49,31,2,Armageddon Game
BASHIR,0,0,0,0,0,0,0,0,2,0,0,0,39,0,0,3,0,0,0,0,24,32,2,Whispers
DAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,32,2,Whispers
JAKE,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,0,0,12,32,2,Whispers
KEIKO,0,0,0,0,0,0,0,2,0,0,0,0,46,0,0,0,0,0,0,0,25,32,2,Whispers
KIRA,2,0,0,0,0,0,2,0,0,0,0,0,9,0,0,1,0,0,0,0,8,32,2,Whispers
ODO,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,17,32,2,Whispers
O'BRIEN,39,0,0,0,0,0,18,46,9,0,0,28,22,11,0,41,0,0,0,0,180,32,2,Whispers
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,32,2,Whispers
SISKO,3,0,2,0,0,0,0,0,1,0,0,0,41,0,0,0,0,0,0,0,27,32,2,Whispers
DAX,0,0,2,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,23,33,2,Paradise
KIRA,0,0,41,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,26,33,2,Paradise
O'BRIEN,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,53,0,0,0,0,57,33,2,Paradise
SISKO,0,0,0,0,0,0,0,0,2,0,0,0,53,0,0,0,0,0,0,0,78,33,2,Paradise
BASHIR,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,34,2,Shadowplay
DAX,0,0,12,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,48,34,2,Shadowplay
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,26,0,0,0,0,21,34,2,Shadowplay
KIRA,4,0,0,0,0,0,0,0,2,0,0,0,0,19,0,4,0,0,0,0,36,34,2,Shadowplay
ODO,0,0,38,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,86,34,2,Shadowplay
O'BRIEN,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,9,34,2,Shadowplay
QUARK,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,11,34,2,Shadowplay
SISKO,1,0,0,0,0,0,26,0,4,0,0,0,2,0,0,0,0,0,0,0,19,34,2,Shadowplay
BASHIR,0,0,5,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,12,35,2,Playing God
DAX,5,0,12,0,0,0,0,0,10,0,0,0,5,8,0,52,0,0,0,0,144,35,2,Playing God
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,13,35,2,Playing God
KIRA,2,0,10,0,0,0,0,0,0,0,0,4,8,5,0,7,0,0,0,0,19,35,2,Playing God
ODO,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,5,35,2,Playing God
O'BRIEN,2,0,5,0,0,0,0,0,8,0,0,0,2,7,0,20,0,0,0,0,27,35,2,Playing God
QUARK,2,0,8,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,26,35,2,Playing God
SISKO,0,0,52,0,0,0,25,0,7,0,0,3,20,0,0,2,0,0,0,0,62,35,2,Playing God
BASHIR,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,2,Profit and Loss
DAX,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,3,36,2,Profit and Loss
GARAK,15,0,0,0,0,0,0,0,0,0,0,0,0,53,0,16,0,0,0,0,60,36,2,Profit and Loss
KIRA,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,5,36,2,Profit and Loss
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,29,36,2,Profit and Loss
O'BRIEN,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,6,36,2,Profit and Loss
QUARK,0,0,0,0,0,53,0,0,0,0,0,49,0,10,0,0,0,0,0,0,153,36,2,Profit and Loss
SISKO,0,0,1,0,0,16,0,0,4,0,0,0,5,0,0,0,0,0,0,0,26,36,2,Profit and Loss
DAX,0,0,4,0,0,0,0,0,26,0,0,6,0,0,0,16,0,0,0,0,95,37,2,Blood Oath
KIRA,0,0,26,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,37,2,Blood Oath
ODO,0,0,6,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,14,37,2,Blood Oath
QUARK,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,37,2,Blood Oath
SISKO,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,2,Blood Oath
BASHIR,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,6,38,2,The Maquis (part 1)
DAX,0,0,0,0,0,0,0,0,26,0,0,2,0,0,0,3,0,0,0,0,18,38,2,The Maquis (part 1)
DUKAT,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,89,0,0,0,0,58,38,2,The Maquis (part 1)
KIRA,5,0,26,2,0,0,0,0,0,0,0,6,6,0,0,33,0,0,0,0,41,38,2,The Maquis (part 1)
ODO,0,0,2,0,0,0,0,0,6,0,0,0,2,0,0,8,0,0,0,0,10,38,2,The Maquis (part 1)
O'BRIEN,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,15,0,0,0,0,12,38,2,The Maquis (part 1)
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,35,38,2,The Maquis (part 1)
SISKO,7,0,3,89,0,0,0,0,33,0,0,8,15,0,0,2,0,0,0,0,122,38,2,The Maquis (part 1)
BASHIR,0,0,1,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4,39,2,The Maquis (part 2)
DAX,1,0,0,3,0,0,0,0,1,0,0,3,1,0,0,7,0,0,0,0,11,39,2,The Maquis (part 2)
DUKAT,1,0,3,0,0,0,0,0,7,0,0,2,4,0,0,69,0,0,0,0,54,39,2,The Maquis (part 2)
KIRA,0,0,1,7,0,0,0,0,0,0,0,2,7,0,0,29,0,0,0,0,30,39,2,The Maquis (part 2)
ODO,2,0,3,2,0,0,0,0,2,0,0,0,0,11,0,17,0,0,0,0,19,39,2,The Maquis (part 2)
O'BRIEN,3,0,1,4,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,20,39,2,The Maquis (part 2)
QUARK,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,9,0,0,0,0,23,39,2,The Maquis (part 2)
SISKO,0,0,7,69,0,0,0,0,29,0,0,17,17,9,0,2,0,0,0,0,132,39,2,The Maquis (part 2)
BASHIR,10,0,23,0,0,145,0,0,1,0,0,41,8,10,0,3,0,0,0,0,159,40,2,The Wire
DAX,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,2,The Wire
GARAK,145,0,0,0,0,6,0,0,1,0,0,0,0,8,0,0,0,0,0,0,83,40,2,The Wire
KIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,2,The Wire
ODO,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,40,2,The Wire
O'BRIEN,8,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,6,40,2,The Wire
QUARK,10,0,0,0,0,8,0,0,0,0,0,0,1,2,0,0,0,0,0,0,14,40,2,The Wire
SISKO,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,40,2,The Wire
BASHIR,6,0,0,0,0,6,0,0,86,0,0,20,32,0,0,2,0,0,0,0,80,41,2,Crossover
DAX,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,3,41,2,Crossover
GARAK,6,0,0,0,0,0,0,0,19,0,0,0,0,8,0,3,0,0,0,0,25,41,2,Crossover
KIRA,86,0,0,0,0,19,0,0,8,0,0,3,0,23,0,28,0,0,0,0,115,41,2,Crossover
ODO,20,0,0,0,0,0,0,0,3,0,0,2,4,0,0,0,0,0,0,0,17,41,2,Crossover
O'BRIEN,32,0,2,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,27,41,2,Crossover
QUARK,0,0,0,0,0,8,0,0,23,0,0,0,0,0,0,0,0,0,0,0,19,41,2,Crossover
SISKO,2,0,4,0,0,3,0,0,28,0,0,0,11,0,0,0,0,0,0,0,32,41,2,Crossover
DAX,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,6,42,2,The Collaborator
KIRA,0,0,8,0,0,0,0,0,0,0,0,42,8,12,0,0,0,41,0,0,99,42,2,The Collaborator
ODO,0,0,0,0,0,0,0,0,42,0,0,0,0,11,0,0,0,0,0,0,39,42,2,The Collaborator
O'BRIEN,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,42,2,The Collaborator
QUARK,0,0,0,0,0,0,0,0,12,0,0,11,0,4,0,0,0,0,0,0,15,42,2,The Collaborator
SISKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,12,42,2,The Collaborator
WINN,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,23,0,0,0,0,43,42,2,The Collaborator
BASHIR,2,0,2,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,16,43,2,Tribunal
DAX,2,0,0,0,0,0,0,0,5,0,0,0,2,0,0,4,0,0,0,0,7,43,2,Tribunal
KEIKO,0,0,0,0,0,0,0,2,0,0,0,3,34,0,0,8,0,0,0,0,29,43,2,Tribunal
KIRA,6,0,5,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,14,43,2,Tribunal
ODO,0,0,0,0,0,0,0,3,0,0,0,0,37,0,0,2,0,0,0,0,42,43,2,Tribunal
O'BRIEN,0,0,2,0,0,0,0,34,0,0,0,37,4,0,0,6,0,0,0,0,86,43,2,Tribunal
SISKO,6,0,4,0,0,0,0,8,12,0,0,2,6,0,0,0,0,0,0,0,29,43,2,Tribunal
BASHIR,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,7,44,2,The Jem'Hadar
DAX,2,0,0,0,0,0,0,0,6,0,0,3,4,0,0,3,0,0,0,0,17,44,2,The Jem'Hadar
JAKE,0,0,0,0,0,0,4,0,3,0,53,0,4,6,0,29,0,0,0,0,58,44,2,The Jem'Hadar
KIRA,3,0,6,0,0,0,3,0,2,0,0,10,3,0,0,5,0,0,0,0,28,44,2,The Jem'Hadar
NOG,0,0,0,0,0,0,53,0,0,0,0,1,1,12,0,8,0,0,0,0,47,44,2,The Jem'Hadar
ODO,0,0,3,0,0,0,0,0,10,0,1,0,1,15,0,1,0,0,0,0,19,44,2,The Jem'Hadar
O'BRIEN,1,0,4,0,0,0,4,0,3,0,1,1,2,0,0,4,0,0,0,0,17,44,2,The Jem'Hadar
QUARK,0,0,0,0,0,0,6,0,0,0,12,15,0,8,0,70,0,0,0,0,71,44,2,The Jem'Hadar
SISKO,0,0,3,0,0,0,29,0,5,0,8,1,4,70,0,6,0,0,0,0,100,44,2,The Jem'Hadar
BASHIR,0,0,2,0,0,0,0,0,4,0,0,2,1,3,0,22,0,0,0,0,22,45,3,The Search (part 1)
DAX,2,0,2,0,0,0,0,0,13,0,0,1,15,0,0,38,0,0,0,0,40,45,3,The Search (part 1)
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,45,3,The Search (part 1)
KIRA,4,0,13,0,0,0,0,0,2,0,0,37,3,0,0,41,0,0,0,0,59,45,3,The Search (part 1)
ODO,2,0,1,0,0,0,0,0,37,0,0,0,0,4,0,20,0,0,0,0,38,45,3,The Search (part 1)
O'BRIEN,1,0,15,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,20,45,3,The Search (part 1)
QUARK,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,28,0,0,0,0,24,45,3,The Search (part 1)
SISKO,22,0,38,0,0,0,12,0,41,0,0,20,16,28,0,4,0,0,0,0,115,45,3,The Search (part 1)
BASHIR,4,0,1,0,0,21,0,0,1,0,0,1,4,10,0,12,0,0,0,0,38,46,3,The Search (part 2)
DAX,1,0,0,0,0,4,0,0,0,0,0,0,6,0,0,15,0,0,0,0,16,46,3,The Search (part 2)
GARAK,21,0,4,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,0,0,29,46,3,The Search (part 2)
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,46,3,The Search (part 2)
KIRA,1,0,0,0,0,0,0,0,0,0,0,47,0,0,0,1,0,0,0,0,43,46,3,The Search (part 2)
ODO,1,0,0,0,0,0,0,0,47,0,0,0,0,0,0,1,0,0,0,0,71,46,3,The Search (part 2)
O'BRIEN,4,0,6,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,12,46,3,The Search (part 2)
QUARK,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,46,3,The Search (part 2)
SISKO,12,0,15,0,0,20,11,0,1,0,0,1,8,0,0,2,0,0,0,0,69,46,3,The Search (part 2)
BASHIR,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,9,47,3,The House of Quark
DAX,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,47,3,The House of Quark
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,22,47,3,The House of Quark
KIRA,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,47,3,The House of Quark
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,47,3,The House of Quark
O'BRIEN,14,0,3,0,0,0,0,40,1,0,0,0,2,0,0,13,0,0,0,0,38,47,3,The House of Quark
QUARK,0,0,0,0,0,0,0,1,0,0,0,8,0,2,24,0,0,0,0,0,73,47,3,The House of Quark
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,13,47,3,The House of Quark
SISKO,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,2,0,0,0,0,9,47,3,The House of Quark
BASHIR,2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,74,48,3,Equilibrium
DAX,55,0,0,0,0,0,0,0,11,0,0,0,0,1,0,48,0,0,0,0,76,48,3,Equilibrium
KIRA,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,3,Equilibrium
QUARK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,3,Equilibrium
SISKO,46,0,48,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,75,48,3,Equilibrium
BASHIR,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,49,3,Second Skin
DAX,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,14,0,0,0,0,9,49,3,Second Skin
GARAK,11,0,2,0,0,4,0,0,4,0,0,5,0,0,0,22,0,0,0,0,30,49,3,Second Skin
KIRA,0,0,0,0,0,4,0,0,2,0,0,5,0,0,0,5,0,0,0,0,69,49,3,Second Skin
ODO,0,0,1,0,0,5,0,0,5,0,0,0,0,0,0,2,0,0,0,0,8,49,3,Second Skin
SISKO,0,0,14,0,0,22,0,0,5,0,0,2,0,0,0,0,0,0,0,0,26,49,3,Second Skin
BASHIR,6,0,7,0,0,0,0,0,0,0,0,9,0,0,0,17,0,0,0,0,29,50,3,The Abandoned
DAX,7,0,0,0,0,0,0,0,1,0,0,2,0,2,0,13,0,0,0,0,13,50,3,The Abandoned
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,13,50,3,The Abandoned
KIRA,0,0,1,0,0,0,0,0,2,0,0,28,0,0,0,1,0,0,0,0,18,50,3,The Abandoned
ODO,9,0,2,0,0,0,0,0,28,0,0,4,5,0,0,21,0,0,0,0,73,50,3,The Abandoned
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,25,0,0,0,0,17,50,3,The Abandoned
QUARK,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,50,3,The Abandoned
SISKO,17,0,13,0,0,0,18,0,1,0,0,21,25,4,0,4,0,0,0,0,71,50,3,The Abandoned
BASHIR,2,0,11,3,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,51,3,Civil Defense
DAX,11,0,0,8,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,51,3,Civil Defense
DUKAT,3,0,8,6,0,13,0,0,22,0,0,0,0,0,0,0,0,0,0,0,29,51,3,Civil Defense
GARAK,9,0,9,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,51,3,Civil Defense
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,13,0,0,0,0,14,51,3,Civil Defense
KIRA,10,0,10,22,0,5,0,0,2,0,0,8,1,1,0,8,0,0,0,0,44,51,3,Civil Defense
ODO,0,0,0,0,0,0,0,0,8,0,0,0,0,47,0,0,0,0,0,0,30,51,3,Civil Defense
O'BRIEN,0,0,0,0,0,0,10,0,1,0,0,0,4,0,0,26,0,0,0,0,26,51,3,Civil Defense
QUARK,0,0,0,0,0,0,0,0,1,0,0,47,0,0,0,0,0,0,0,0,28,51,3,Civil Defense
SISKO,0,0,0,0,0,0,13,0,8,0,0,0,26,0,0,2,0,0,0,0,36,51,3,Civil Defense
BASHIR,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,14,52,3,Meridian
DAX,9,0,16,0,0,0,0,0,0,0,0,0,14,0,0,28,0,0,0,0,96,52,3,Meridian
KIRA,0,0,0,0,0,0,0,0,2,0,0,12,0,29,0,0,0,0,0,0,24,52,3,Meridian
ODO,0,0,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,12,52,3,Meridian
O'BRIEN,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,17,52,3,Meridian
QUARK,0,0,0,0,0,0,0,0,29,0,0,11,0,4,0,0,0,0,0,0,45,52,3,Meridian
SISKO,2,0,28,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,32,52,3,Meridian
BASHIR,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,8,53,3,Defiant
DAX,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,13,53,3,Defiant
DUKAT,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,51,0,0,0,0,52,53,3,Defiant
KIRA,11,0,12,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,50,53,3,Defiant
ODO,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,53,3,Defiant
O'BRIEN,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,4,53,3,Defiant
QUARK,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,53,3,Defiant
SISKO,0,0,8,51,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,45,53,3,Defiant
BASHIR,2,0,3,0,0,0,0,0,13,0,0,4,14,0,0,10,0,0,0,0,28,54,3,Fascination
DAX,3,0,0,0,0,0,2,0,0,0,0,1,0,3,0,26,0,0,0,0,29,54,3,Fascination
JAKE,0,0,2,0,0,0,0,0,17,0,0,1,3,0,0,24,0,0,0,0,26,54,3,Fascination
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,82,3,0,0,0,0,0,0,44,54,3,Fascination
KIRA,13,0,0,0,0,0,17,0,6,0,0,16,4,0,0,1,0,0,0,0,50,54,3,Fascination
ODO,4,0,1,0,0,0,1,0,16,0,0,0,0,0,0,1,0,0,0,0,33,54,3,Fascination
O'BRIEN,14,0,0,0,0,0,3,82,4,0,0,0,6,16,0,1,0,0,0,0,73,54,3,Fascination
QUARK,0,0,3,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,14,54,3,Fascination
SISKO,10,0,26,0,0,0,24,0,1,0,0,1,1,0,0,0,0,0,0,0,38,54,3,Fascination
BASHIR,4,0,1,0,0,0,0,0,1,0,0,0,2,0,0,74,0,0,0,0,67,55,3,Past Tense (part 1)
DAX,1,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,36,55,3,Past Tense (part 1)
KIRA,1,0,2,0,0,0,0,0,0,0,0,2,41,0,0,2,0,0,0,0,25,55,3,Past Tense (part 1)
ODO,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,5,55,3,Past Tense (part 1)
O'BRIEN,2,0,2,0,0,0,0,0,41,0,0,7,2,0,0,2,0,0,0,0,31,55,3,Past Tense (part 1)
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,55,3,Past Tense (part 1)
SISKO,74,0,2,0,0,0,0,0,2,0,0,0,2,3,0,6,0,0,0,0,85,55,3,Past Tense (part 1)
BASHIR,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,47,56,3,Past Tense (part 2)
DAX,4,0,0,0,0,0,0,0,7,0,0,0,3,0,0,5,0,0,0,0,28,56,3,Past Tense (part 2)
KIRA,0,0,7,0,0,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,23,56,3,Past Tense (part 2)
ODO,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,4,56,3,Past Tense (part 2)
O'BRIEN,0,0,3,0,0,0,0,0,26,0,0,3,2,0,0,0,0,0,0,0,19,56,3,Past Tense (part 2)
SISKO,27,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,79,56,3,Past Tense (part 2)
BASHIR,16,0,4,0,0,0,0,0,24,0,0,1,2,0,0,2,0,33,0,0,68,57,3,Life Support
DAX,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,57,3,Life Support
JAKE,0,0,0,0,0,0,0,0,0,0,62,1,0,0,0,14,0,0,0,0,43,57,3,Life Support
KIRA,24,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,6,0,0,25,57,3,Life Support
NOG,0,0,0,0,0,0,62,0,0,0,0,7,0,0,0,0,0,0,0,0,41,57,3,Life Support
ODO,1,0,0,0,0,0,1,0,2,0,7,0,4,0,0,0,0,1,0,0,12,57,3,Life Support
O'BRIEN,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,0,2,0,0,6,57,3,Life Support
QUARK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,57,3,Life Support
SISKO,2,0,0,0,0,0,14,0,1,0,0,0,2,0,0,0,0,14,0,0,19,57,3,Life Support
WINN,33,0,0,0,0,0,0,0,6,0,0,1,2,6,0,14,0,0,0,0,44,57,3,Life Support
BASHIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,58,3,Heart of Stone
DAX,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,24,0,0,0,0,18,58,3,Heart of Stone
JAKE,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,0,0,0,0,11,58,3,Heart of Stone
KIRA,0,0,0,0,0,0,0,0,8,0,0,216,0,0,0,0,0,0,0,0,117,58,3,Heart of Stone
NOG,0,0,9,0,0,0,21,0,0,0,2,0,1,6,3,59,0,0,0,0,56,58,3,Heart of Stone
ODO,0,0,0,0,0,0,0,0,216,0,0,8,0,0,0,0,0,0,0,0,134,58,3,Heart of Stone
O'BRIEN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,5,58,3,Heart of Stone
QUARK,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,9,58,3,Heart of Stone
ROM,0,0,0,0,0,0,1,0,0,0,3,0,0,11,2,0,0,0,0,0,9,58,3,Heart of Stone
SISKO,12,0,24,0,0,0,0,0,0,0,59,0,4,0,0,0,0,0,0,0,53,58,3,Heart of Stone
BASHIR,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,59,3,Destiny
DAX,0,0,0,0,0,0,0,0,2,0,0,0,8,10,0,44,0,0,0,0,47,59,3,Destiny
